EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
;200658;;;01;Tarapacá;;No Aplica;No Aplica;Otro;No Aplica;Servicio Médico Legal Iquique;No Aplica;Otra Institución;No Aplica;01101;Iquique;Calle;2210;O'Higgins;(57)413925;;No Aplica;No Aplica;No Aplica;-20.21915098;-70.13418563;No Aplica;Vigente en Operación Habitual;No Aplica;No Aplica;23-03-2024;
;201952;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Médico Rads - Peñuelas;No Aplica;Privado;Secundario;04102;Coquimbo;Calle;3487;Río Lauca;512605542;29-11-2023;NO;No Aplica;No Aplica;-29.96249155;-71.30491766;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201953;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Dental Kennedy;No Aplica;Privado;No Aplica;04102;Coquimbo;Calle;724;John F. Kennedy;512321540;20-01-2014;NO;No Aplica;No Aplica;-29.97071594;-71.3378462;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201954;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Sala  Externa de Toma de Muestras (SETM);Unidad de Atención;Sala Externa Toma Muestras Sociedad Médica Alto Tobalaba Limitada;No Aplica;Privado;No Aplica;13122;Peñalolén;Avenida;11870;Mariano Sánchez Fontecilla;227586808;03-06-2025;NO;No Aplica;No Aplica;-33.48297915;-70.55728056;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201955;;;13;Metropolitana de Santiago;13;SEREMI de Salud Metropolitana de Santiago;No Perteneciente al Sistema Nacional de Servicios de Salud;Sala  Externa de Toma de Muestras (SETM);Unidad de Atención;Sala Externa Toma Muestas Laboratorio Popular;No Aplica;Privado;No Aplica;13129;San Joaquín;Calle;5503;Pintor Murillo;;03-06-2025;NO;No Aplica;No Aplica;-33.50762163;-70.62965829;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;09-06-2025;
;201956;;;14;Los Ríos;22;Servicio de Salud Los Rios;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Apoyo Comunitario para Personas con Demencia;Establecimiento de Salud;Centro Comunitario de Apoyo a Personas con Demencia;No Aplica;Municipal;Secundario;14107;Paillaco;Calle;709;Barros Arana;998474699;30-05-2025;NO;No Aplica;No Aplica;-40.07189176;-72.87180863;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201957;;;07;Maule;07;SEREMI de Salud del Maule;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Kineciamed;No Aplica;Privado;Secundario;07301;Curicó;Calle;130;Merced;75 2 220133;29-08-2013;NO;No Aplica;No Aplica;-34.984586;-71.23644094;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;09-06-2025;
;201958;;;07;Maule;07;SEREMI de Salud del Maule;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Médico Nueva Bilbao;No Aplica;Privado;No Aplica;07102;Constitución;Calle;555;Calle Portales N°555;983916002;11-12-2018;NO;No Aplica;No Aplica;-35.33077631;-72.41414074;Privado;Vigente en Operación Habitual;;Atención Abierta-Ambulatoria;09-06-2025;
;201959;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Ibelle;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1646;El Santo, 2° piso;512211568;18-01-2016;NO;No Aplica;No Aplica;-29.91486177;-71.25625749;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201960;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Osteomed - La Serena;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1640;Gabriel González Videla;512335957;14-09-2021;NO;No Aplica;No Aplica;-29.91671586;-71.24736452;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201961;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Medident;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1661;Gabriel González Videla;512642074;03-06-2020;NO;No Aplica;No Aplica;-29.91684146;-71.24785262;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201962;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Real Care;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1663;Gabriel González Videla;988578571;14-12-2022;NO;No Aplica;No Aplica;-29.91695872;-71.24795242;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201963;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Centro Odontológico Las Araucarias;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2026;Gabriel González Videla;957433653;29-11-2023;NO;No Aplica;No Aplica;-29.92047541;-71.24934662;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201964;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro Proactive;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2475;Gabriela Mistral;945893817;09-11-2017;NO;No Aplica;No Aplica;-29.92718915;-71.24464478;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;201965;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica AS Dental;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2842;Gabriela Mistral;957313802;24-01-2013;NO;No Aplica;No Aplica;-29.93197704;-71.24658;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201966;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Dental Las Higueras;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2195;José Manuel Balmaceda, oficina 106;926357188;23-11-2023;NO;No Aplica;No Aplica;-29.92067298;-71.25530736;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201967;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Centro Odontológico Ambler;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2195;José Manuel Balmaceda, oficina 219;967698733;01-02-2016;NO;No Aplica;No Aplica;-29.92067298;-71.25530736;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201968;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Dental Care;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2195;José Manuel Balmaceda, oficina 319;938726976;01-02-2019;NO;No Aplica;No Aplica;-29.92067298;-71.25530736;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201969;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Vifadent;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2195;José Manuel Balmaceda, oficina 413;988612630;22-04-2021;NO;No Aplica;No Aplica;-29.92067298;-71.25530736;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201970;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Dentalix Clínica Dental;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2195;José Manuel Balmaceda, oficinas 415 y 417;512631393;17-10-2017;NO;No Aplica;No Aplica;-29.92067298;-71.25530736;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201971;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Odontología C-MAX;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2195;José Manuel Balmaceda, oficina 422;512446381;15-12-2015;NO;No Aplica;No Aplica;-29.92067298;-71.25530736;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;201972;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Insituto de Tratamiento Urológico Las Higueras;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2195;José Manuel Balmaceda, oficinas 215-315-317;512446147;01-03-2017;NO;No Aplica;No Aplica;-29.92067298;-71.25530736;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201973;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Oftalmología y Cirugía Ocular (OFCO);No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2195;José Manuel Balmaceda, oficinas 307, 309 y 311;512433385;12-12-2016;NO;No Aplica;No Aplica;-29.92067298;-71.25530736;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201974;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Everest - La Serena;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2885;José Manuel Balmaceda;225847120;05-12-2022;NO;No Aplica;No Aplica;-29.92529593;-71.25873193;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201975;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Clínica Valle Norte - La Serena;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2885;José Manuel Balmaceda, local 131-132;975781114;13-01-2022;NO;No Aplica;No Aplica;-29.92529593;-71.25873193;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201976;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Sala  Externa de Toma de Muestras (SETM);Establecimiento de Salud;UTM La Serena UC Christus;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2885;José Manuel Balmaceda, local 139-140;223546035;02-10-2019;NO;No Aplica;No Aplica;-29.92529593;-71.25873193;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201977;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Vitaldent;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2966;José Manuel Balmaceda;995989218;16-03-2023;NO;No Aplica;No Aplica;-29.92630654;-71.25751796;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201978;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Clínica Lipoexpress;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;3039;José Manuel Balmaceda, local 14;940430375;05-12-2024;NO;No Aplica;No Aplica;-29.92801075;-71.25909002;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201979;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Odontología Avanzada Sonríe (OAS) - La Serena;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;3039;José Manuel Balmaceda, local 19;974397785;18-10-2022;NO;No Aplica;No Aplica;-29.92801075;-71.25909002;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201980;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;ORTHOELITE;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;3070;José Manuel Balmaceda, local 11;934147410;04-08-2023;NO;No Aplica;No Aplica;-29.92839419;-71.25796351;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201981;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Centro Odontológico Los Perales;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;3070;José Manuel Balmaceda, local 7;957454397;02-02-2022;NO;No Aplica;No Aplica;-29.92839419;-71.25796351;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201982;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Montegrande;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1780;Juan Cisternas;963808833;31-12-2019;NO;No Aplica;No Aplica;-29.91954922;-71.24524484;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201983;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Instituto Médico Da Vinci;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1960;Juan Cisternas, oficina 23;512525390;20-03-2018;NO;No Aplica;No Aplica;-29.91974856;-71.24526482;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201984;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;DIMEX Radiología;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1960;Juan Cisternas, oficina 32;512433187;30-07-2018;NO;No Aplica;No Aplica;-29.91974856;-71.24526482;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;201985;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica VD Dentoesthetics;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2283;Juan Cisternas, oficina B15;973875295;16-11-2021;NO;No Aplica;No Aplica;-29.92353434;-71.24727505;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201986;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro de Medicina Reproductiva CIP;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2283;Juan Cisternas, oficinas C11-C12;512406460;24-09-2019;NO;No Aplica;No Aplica;-29.92353434;-71.24727505;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201987;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;MAZ Center - Cisternas;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2497;Juan Cisternas, local 109;959633900;10-07-2023;NO;No Aplica;No Aplica;-29.92418899;-71.24763567;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201988;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Prime Dent;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2497;Juan Cisternas, oficina 312;951393413;12-09-2022;NO;No Aplica;No Aplica;-29.92418899;-71.24763567;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201989;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Radiología La Serena;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2497;Juan Cisternas, oficinas 309-311;944212625;28-04-2023;NO;No Aplica;No Aplica;-29.92418899;-71.24763567;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;201990;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Centro Médico Pakari;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;2780;Juan Cisternas;940430375;14-12-2017;NO;No Aplica;No Aplica;-29.92781157;-71.24852289;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;201991;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Médico Health Genetics;No Aplica;Privado;No Aplica;04101;La Serena;Avenida;1550;Larraín Alcalde;5625587027;25-10-2023;NO;No Aplica;No Aplica;-29.91611312;-71.24963213;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201992;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Dental Las Higueras - Centro;No Aplica;Privado;No Aplica;04101;La Serena;Calle;588;Gregorio Cordovez, local 106;975527994;06-01-2025;NO;No Aplica;No Aplica;-29.90288111;-71.24886674;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201993;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;MAZ Center - Huanhualí;No Aplica;Privado;No Aplica;04101;La Serena;Calle;777;Huanhualí;940247494;05-10-2020;NO;No Aplica;No Aplica;-29.91607983;-71.24860839;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201994;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro Clínico Medicis;No Aplica;Privado;No Aplica;04101;La Serena;Calle;538;Jorge Montt;512522273;30-07-2021;NO;No Aplica;No Aplica;-29.9255429;-71.25632104;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
;201995;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro  Diagnóstico y Tratamiento Privado;Establecimiento de Salud;Imared - La Serena;No Aplica;Privado;No Aplica;04101;La Serena;Calle;320;Juan Soldado;512505902;05-12-2019;NO;No Aplica;No Aplica;-29.91541808;-71.25624293;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;30-06-2025;
;201996;;;04;Coquimbo;04;SEREMI de Salud de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Clínica Dental;Establecimiento de Salud;Clínica Valle de San Joaquín;No Aplica;Privado;No Aplica;04101;La Serena;Calle;1680;San Joaquín;941689967;28-01-2020;NO;No Aplica;No Aplica;-29.91826273;-71.24405645;Privado;Vigente en Operación Habitual;No Aplica;Atención Abierta-Ambulatoria;30-06-2025;
