Mes;IdServicio;Ano;IdEstablecimiento;CodigoPrestacion;IdRegion;IdComuna;Col01;Col02;Col03;Col04;Col05;Col06;Col07;Col08;Col09;Col10;Col11;Col12;Col13;Col14;Col15;Col16;Col17;Col18;Col19;Col20;Col21;Col22;Col23;Col24;Col25;Col26;Col27;Col28;Col29;Col30;Col31;Col32;Col33;Col34;Col35;Col36;Col37;Col38;Col39;Col40;Col41;Col42;Col43;Col44;Col45;Col46;Col47;Col48;Col49;Col50
12;16;2025;116306;27500110;7;7101;2;;;;;;;;;2;;;;;;;;;;;;2;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
2;33;2025;133776;01080008;10;10201;3;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;33;2025;133375;01080008;10;10201;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;8;2025;108307;27500110;5;5301;14;;;;;;;;3;3;2;4;2;;;;;;;;;14;;;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
1;16;2025;116306;01080008;7;7101;22;0;0;2;2;6;6;6;0;0;0;0;0;2;3;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;33;2025;133776;01080008;10;10201;4;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;33;2025;133776;27500110;10;10201;5;;;;;;0;0;2;0;1;1;1;0;0;0;;;;;;5;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
11;33;2025;133375;27500110;10;10201;10;;;;;;0;1;0;4;4;1;0;0;0;0;;;;;;10;0;0;0;0;2;;0;0;0;0;;;;;;;;;;;;;;;;;;
6;33;2025;133776;27500110;10;10201;5;;;;;;0;0;0;1;2;2;0;0;0;0;;;;;;5;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
11;33;2025;133776;01080008;10;10201;3;0;0;0;0;1;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;33;2025;133375;01080008;10;10201;11;0;0;1;3;4;2;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;33;2025;133375;01080008;10;10201;6;0;0;0;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;33;2025;133375;01080008;10;10201;12;0;0;0;2;3;6;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;33;2025;133776;27500110;10;10201;2;;;;;;0;0;0;0;1;1;0;0;0;0;;;;;;2;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
12;33;2025;133375;01080008;10;10201;3;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;33;2025;133776;01080008;10;10201;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;33;2025;133776;27500110;10;10201;1;;;;;;0;0;0;0;0;1;0;0;0;0;;;;;;1;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;
6;33;2025;133776;01080008;10;10201;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;33;2025;133776;01080008;10;10201;4;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;33;2025;133468;01080008;10;10201;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;33;2025;133468;01080008;10;10201;2;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;33;2025;200009;27500110;10;10201;20;;;;;;0;0;0;4;12;3;1;0;0;0;;;;;;19;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;
3;33;2025;200009;01080008;10;10201;10;0;0;0;3;4;2;0;1;0;0;0;1;1;1;0;0;0;0;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;33;2025;200009;01080008;10;10201;17;0;0;0;1;6;5;4;1;0;0;0;0;0;1;0;0;0;0;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;33;2025;200009;01080008;10;10201;12;0;0;0;2;3;2;5;0;0;0;0;1;1;1;0;0;0;0;3;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;33;2025;200009;27500110;10;10201;7;;;;;;0;0;0;1;3;3;0;0;0;0;;;;;;5;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
4;33;2025;200009;01080008;10;10201;9;0;0;0;1;4;3;1;0;0;0;0;0;0;2;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;33;2025;200009;27500110;10;10201;2;;;;;;0;0;0;0;1;1;0;0;0;0;;;;;;2;0;0;0;1;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
7;33;2025;200009;01080008;10;10201;9;0;0;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;33;2025;200009;27500110;10;10201;8;;;;;;0;0;0;1;4;2;1;0;0;0;;;;;;8;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
7;33;2025;133468;27500110;10;10201;3;;;;;;0;0;2;0;1;0;0;0;0;0;;;;;;3;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
10;33;2025;200009;01080008;10;10201;16;0;0;0;0;6;4;5;1;0;0;0;0;0;3;0;0;0;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;33;2025;133468;01080008;10;10201;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;33;2025;200009;01080008;10;10201;12;0;0;0;3;4;1;4;0;0;0;0;1;1;2;0;0;0;0;4;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;33;2025;200009;27500110;10;10201;2;;;;;;0;0;0;1;1;0;0;0;0;0;;;;;;2;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
2;33;2025;200009;01080008;10;10201;3;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;33;2025;200009;27500110;10;10201;13;;;;;;0;0;2;4;6;1;0;0;0;0;;;;;;10;0;0;0;0;2;;0;0;0;0;;;;;;;;;;;;;;;;;;
1;33;2025;200009;27500110;10;10201;14;;;;;;;;4;1;7;1;;;1;;;;;;;9;0;0;0;0;1;;0;0;0;;;;;;;;;;;;;;;;;;;
8;33;2025;200009;01080008;10;10201;9;0;0;1;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;7;2025;107305;01080008;5;5103;37;0;0;3;8;12;7;6;1;0;0;0;0;1;8;0;0;0;0;0;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;7;2025;107305;01080008;5;5103;29;0;0;1;5;8;11;2;2;0;0;0;0;0;1;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;7;2025;107305;27500110;5;5103;36;;;;;;0;2;2;12;13;7;0;0;0;0;;;;;;36;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
4;7;2025;107305;27500110;5;5103;20;;;;;;0;0;2;4;8;6;0;0;0;0;;;;;;0;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
7;7;2025;107305;01080008;5;5103;34;0;0;2;14;9;3;3;3;0;0;0;1;3;7;0;0;0;0;0;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;7;2025;107305;27500110;5;5103;17;;;;;;0;0;4;5;4;4;0;0;0;0;;;;;;17;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;
11;7;2025;107305;27500110;5;5103;21;;;;;;0;0;6;2;10;3;0;0;0;0;;;;;;21;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
12;7;2025;107305;27500110;5;5103;17;;;;;;0;1;2;6;5;3;0;0;0;0;;;;;;0;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
5;7;2025;107305;27500110;5;5103;17;;;;;;0;1;5;4;5;1;1;0;0;0;;;;;;17;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
2;7;2025;107305;01080008;5;5103;27;0;0;2;4;5;8;7;1;0;0;0;2;1;2;0;0;0;0;0;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;7;2025;107305;27500110;5;5103;15;;;;;;0;1;2;3;5;2;2;0;0;0;;;;;;15;0;0;0;0;4;;0;0;0;;;;;;;;;;;;;;;;;;;
8;7;2025;107305;01080008;5;5103;21;0;0;3;2;4;9;2;1;0;0;0;0;0;1;0;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;7;2025;107305;27500110;5;5103;19;;;;;;0;1;5;4;6;3;0;0;0;0;;;;;;19;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
9;9;2025;200609;01080008;13;13104;4;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;24;2025;124381;01080008;10;10101;32;;;2;6;6;8;9;1;;;;1;4;7;0;0;0;1;3;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;22;2025;122401;01080008;14;14101;1;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;21;2025;121780;01080008;9;9101;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;12;2025;112107;01080008;5;5201;10;0;0;0;3;3;2;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;5;2025;105100;27500110;4;4101;37;;;;;;0;1;6;9;13;6;1;1;0;0;;;;;;0;0;37;0;0;7;;0;0;0;0;;;;;;;;;;;;;;;;;;
1;24;2025;200292;01080008;10;10101;11;;;3;1;1;1;4;1;;;;0;1;6;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;2025;106401;01080008;5;5101;4;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;29;2025;129403;01080008;9;9201;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;24;2025;124404;01080008;10;10101;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;15;2025;115703;01080008;6;6101;2;;;;;1;1;;;;;;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;29;2025;129401;01080008;9;9201;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;22;2025;122401;01080008;14;14101;1;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;29;2025;129304;01080008;9;9201;17;0;0;1;3;5;5;1;2;0;0;0;0;3;5;0;0;0;0;2;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;9;2025;200609;01080008;13;13104;5;0;0;0;2;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;4;2025;104303;27500110;3;3101;16;;;;;;;2;5;2;3;4;;;;;;;;;;16;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
10;11;2025;111370;01080008;13;13101;49;;;2;9;15;9;11;3;;;;2;3;0;0;0;0;0;6;1;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;4;2025;104303;01080008;3;3101;35;0;0;2;12;6;12;2;1;0;0;0;0;1;0;0;0;0;0;6;1;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;26;2025;126701;01080008;12;12101;2;;;;;1;;;1;;;;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;22;2025;122702;01080008;14;14101;4;0;0;0;1;0;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;23;2025;123301;27500110;10;10301;11;;;;;;;1;3;4;2;1;;;;;;;;;;11;;;1;0;1;;0;0;0;;;;;;;;;;;;;;;;;;;
9;16;2025;116343;01080008;7;7101;9;;;;2;5;1;;1;;;;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;16;2025;116705;01080008;7;7101;1;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;29;2025;129703;01080008;9;9201;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;28;2025;128311;27500110;8;8201;10;;;;;;;2;;4;2;1;1;;;;;;;;;10;0;0;0;4;0;;0;0;0;1;;;;;;;;;;;;;;;;;;
2;28;2025;128110;01080008;8;8201;8;;;;;4;2;2;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;20;2025;120701;01080008;8;8301;5;;;;;1;4;;;;;;0;0;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;15;2025;115303;27500110;6;6101;8;;;;;;;;;6;;2;;;;;;;;;;4;;;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;
12;15;2025;115304;01080008;6;6101;32;;;1;6;12;9;3;1;;;;3;0;0;0;0;0;0;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;20;2025;120711;01080008;8;8301;3;;;;2;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;19;2025;200285;01080008;8;8107;3;;;;1;;2;;;;;;0;0;0;0;0;0;0;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
