Region;Servicio de salud;Comuna;Establecimiento;CodigoEstablecimiento;Numerador;Denominador;PorcentajeCumplimiento
Los Lagos;Servicio de Salud Del Reloncaví;Puerto Varas;Posta de Salud Rural Ralún;124426;3;2;150.0
Los Lagos;Servicio de Salud Osorno;Osorno;Centro Comunitario de Salud Familiar Manuel Rodríguez;123701;20;22;90.91
Los Lagos;Servicio de Salud Osorno;Osorno;Centro Comunitario de Salud Familiar Murrinumo;123700;12;9;133.33
Los Lagos;Servicio de Salud Osorno;Osorno;Centro de Salud Familiar Dr. Marcelo Lopetegui Adams;123301;185;224;82.59
Los Lagos;Servicio de Salud Osorno;Osorno;Centro de Salud Familiar Dr. Pedro Jáuregui;123300;129;146;88.36
Los Lagos;Servicio de Salud Osorno;Osorno;Centro de Salud Familiar Ovejería;123302;74;98;75.51
Los Lagos;Servicio de Salud Osorno;Osorno;Centro de Salud Familiar Pampa Alegre;123306;105;117;89.74
Los Lagos;Servicio de Salud Osorno;Osorno;Centro de Salud Familiar Quinto Centenario;123310;152;169;89.94
Los Lagos;Servicio de Salud Osorno;Osorno;Centro de Salud Familiar Rahue Alto;123303;88;127;69.29
Los Lagos;Servicio de Salud Osorno;Osorno;Posta de Salud Rural Cancura;123425;3;4;75.0
Los Lagos;Servicio de Salud Osorno;Puerto Octay;Centro Comunitario de Salud Familiar Las Cascadas;201483;2;2;100.0
Los Lagos;Servicio de Salud Osorno;Puerto Octay;Hospital de Puerto Octay;123103;30;36;83.33
Los Lagos;Servicio de Salud Osorno;Puerto Octay;Posta de Salud Rural Coihueco (Puerto Octay);123428;2;2;100.0
Los Lagos;Servicio de Salud Osorno;Puerto Octay;Posta de Salud Rural Pellinada;123426;1;1;100.0
Los Lagos;Servicio de Salud Osorno;Puerto Octay;Posta de Salud Rural Rupanco;123422;2;2;100.0
Los Lagos;Servicio de Salud Osorno;Purranque;Centro Comunitario de Salud Familiar Barrio Estación;200455;0;1;0.0
Los Lagos;Servicio de Salud Osorno;Purranque;Centro Comunitario de Salud Familiar Corte Alto;123411;6;8;75.0
Los Lagos;Servicio de Salud Osorno;Purranque;Centro de Salud Familiar Purranque;123307;102;117;87.18
Los Lagos;Servicio de Salud Osorno;Purranque;Posta de Salud Rural Coligual;123413;1;1;100.0
Los Lagos;Servicio de Salud Osorno;Puyehue;Centro de Salud Familiar Entre Lagos;123304;70;97;72.16
Los Lagos;Servicio de Salud Osorno;Puyehue;Posta de Salud Rural Desagüe Rupanco;123407;2;2;100.0
Los Lagos;Servicio de Salud Osorno;Río Negro;Centro Comunitario de Salud Familiar Riachuelo;123709;7;7;100.0
Los Lagos;Servicio de Salud Osorno;Río Negro;Centro de Salud Familiar Practicante Pablo Araya (Ex Río Negro);123309;66;74;89.19
Los Lagos;Servicio de Salud Osorno;Río Negro;Posta de Salud Rural Huilma;123434;1;1;100.0
Los Lagos;Servicio de Salud Osorno;Río Negro;Posta de Salud Rural Tres Esteros;123410;1;1;100.0
Los Lagos;Servicio de Salud Osorno;San Juan de la Costa;Centro de Salud Familiar Bahía Mansa;123311;14;16;87.5
Los Lagos;Servicio de Salud Osorno;San Juan de la Costa;Centro de Salud Familiar Puaucho;123312;21;22;95.45
Los Lagos;Servicio de Salud Osorno;San Juan de la Costa;Hospital Futa Sruka Lawenche Kunko Mapu Mo;123104;5;6;83.33
Los Lagos;Servicio de Salud Osorno;San Juan de la Costa;Posta de Salud Rural Aleucapi;123431;1;1;100.0
Los Lagos;Servicio de Salud Osorno;San Juan de la Costa;Posta de Salud Rural Purrehuín;123430;2;2;100.0
Los Lagos;Servicio de Salud Osorno;San Pablo;Centro de Salud Familiar San Pablo;123305;53;56;94.64
Los Lagos;Servicio de Salud Osorno;San Pablo;Hospital Pu Mulen Quilacahuín;123105;8;9;88.89
Los Lagos;Servicio de Salud Osorno;San Pablo;Posta de Salud Rural La Poza;123432;2;2;100.0
Los Ríos;Servicio de Salud Los Rios;Corral;Hospital de Corral;122101;27;17;158.82
Los Ríos;Servicio de Salud Los Rios;Futrono;Centro Comunitario de Salud Familiar Nontuela (Enrique Strange);122463;1;8;12.5
Los Ríos;Servicio de Salud Los Rios;Futrono;Centro de Salud Familiar Belarmina Paredes;122305;48;69;69.57
Los Ríos;Servicio de Salud Los Rios;Futrono;Posta de Salud Rural Llifén;122447;1;3;33.33
Los Ríos;Servicio de Salud Los Rios;La Unión;Centro Comunitario de Salud Familiar Dr. Alberto Daiber;200299;23;27;85.19
Los Ríos;Servicio de Salud Los Rios;La Unión;Centro Comunitario de Salud Familiar Los Lagos;122710;16;17;94.12
Los Ríos;Servicio de Salud Los Rios;La Unión;Centro de Salud Familiar Dr. Alfredo Gantz Mann;122310;124;174;71.26
Los Ríos;Servicio de Salud Los Rios;La Unión;Posta de Salud Rural Choroico (La Unión);122430;1;3;33.33
Los Ríos;Servicio de Salud Los Rios;La Unión;Posta de Salud Rural Los Esteros;122462;2;3;66.67
Los Ríos;Servicio de Salud Los Rios;La Unión;Posta de Salud Rural Mashue;122454;1;1;100.0
Los Ríos;Servicio de Salud Los Rios;La Unión;Posta de Salud Rural Pilpilcahuín;122431;0;2;0.0
Los Ríos;Servicio de Salud Los Rios;La Unión;Posta de Salud Rural Puerto Nuevo;122429;1;3;33.33
Los Ríos;Servicio de Salud Los Rios;La Unión;Posta de Salud Rural Traiguén ( La Unión);122432;0;1;0.0
Los Ríos;Servicio de Salud Los Rios;Lago Ranco;CESFAM Lago Ranco;122306;48;41;117.07
Los Ríos;Servicio de Salud Los Rios;Lago Ranco;Centro Comunitario de Salud Familiar Riñinahue;122450;6;3;200.0
Los Ríos;Servicio de Salud Los Rios;Lago Ranco;Posta de Salud Rural  Rupumeica Bajo;122461;2;1;200.0
Los Ríos;Servicio de Salud Los Rios;Lago Ranco;Posta de Salud Rural Calcurrupe;122458;2;2;100.0
Los Ríos;Servicio de Salud Los Rios;Lago Ranco;Posta de Salud Rural Illahuape;122449;3;3;100.0
Los Ríos;Servicio de Salud Los Rios;Lago Ranco;Posta de Salud Rural Pitriuco;122448;2;3;66.67
Los Ríos;Servicio de Salud Los Rios;Lago Ranco;Posta de Salud Rural Pocura;122460;2;3;66.67
Los Ríos;Servicio de Salud Los Rios;Lanco;Centro de Salud Familiar Malalhue;122311;27;40;67.5
Los Ríos;Servicio de Salud Los Rios;Lanco;Hospital de Lanco;122103;66;78;84.62
Los Ríos;Servicio de Salud Los Rios;Los Lagos;Centro Comunitario de Salud Familiar Erodita Arriagada Oliva;122408;3;8;37.5
Los Ríos;Servicio de Salud Los Rios;Los Lagos;Centro Comunitario de Salud Familiar Folilco;200303;7;7;100.0
Los Ríos;Servicio de Salud Los Rios;Los Lagos;Centro Comunitario de Salud Familiar Manuel Miranda;122716;20;18;111.11
Los Ríos;Servicio de Salud Los Rios;Los Lagos;Centro de Salud Familiar Los Lagos;122316;61;65;93.85
Los Ríos;Servicio de Salud Los Rios;Los Lagos;Posta de Salud Rural El Salto;122406;3;4;75.0
Los Ríos;Servicio de Salud Los Rios;Los Lagos;Posta de Salud Rural Las Huellas;122407;2;2;100.0
Los Ríos;Servicio de Salud Los Rios;Los Lagos;Posta de Salud Rural Malihue;122411;1;1;100.0
Los Ríos;Servicio de Salud Los Rios;Los Lagos;Posta de Salud Rural Pellinada;122465;2;1;200.0
Los Ríos;Servicio de Salud Los Rios;Los Lagos;Posta de Salud Rural Riñihue;122409;3;1;300.0
Los Ríos;Servicio de Salud Los Rios;Mariquina;Centro Comunitario de Salud Familiar Dr. Silva de La Paz (San Francisco);122723;15;23;65.22
Los Ríos;Servicio de Salud Los Rios;Mariquina;Centro Comunitario de Salud Familiar Mehuín;122703;8;13;61.54
Los Ríos;Servicio de Salud Los Rios;Mariquina;Centro de Salud Familiar San José de la Mariquina;122303;44;70;62.86
Los Ríos;Servicio de Salud Los Rios;Mariquina;Posta de Salud Rural Alepué;122419;0;1;0.0
Los Ríos;Servicio de Salud Los Rios;Mariquina;Posta de Salud Rural Chan Chan;122414;0;1;0.0
Los Ríos;Servicio de Salud Los Rios;Mariquina;Posta de Salud Rural Ciruelos;122418;5;12;41.67
Los Ríos;Servicio de Salud Los Rios;Mariquina;Posta de Salud Rural Mississippi;122416;3;3;100.0
Los Ríos;Servicio de Salud Los Rios;Mariquina;Posta de Salud Rural Pelchuquín;122417;1;10;10.0
Los Ríos;Servicio de Salud Los Rios;Máfil;Centro Comunitario de Salud Familiar Máfil;200250;20;24;83.33
Los Ríos;Servicio de Salud Los Rios;Máfil;Centro de Salud Familiar Máfil;122307;36;37;97.3
Los Ríos;Servicio de Salud Los Rios;Máfil;Posta de Salud Rural Huichaco;122459;1;1;100.0
Los Ríos;Servicio de Salud Los Rios;Paillaco;Centro de Salud Familiar Lautaro Caro Ríos;122315;74;96;77.08
Los Ríos;Servicio de Salud Los Rios;Paillaco;Posta de Salud Rural Aguas Negras;122442;1;2;50.0
Los Ríos;Servicio de Salud Los Rios;Paillaco;Posta de Salud Rural Itropulli;202039;1;1;100.0
Los Ríos;Servicio de Salud Los Rios;Paillaco;Posta de Salud Rural Pichirropulli;122441;3;4;75.0
Los Ríos;Servicio de Salud Los Rios;Paillaco;Posta de Salud Rural Reumén;122440;5;2;250.0
Los Ríos;Servicio de Salud Los Rios;Paillaco;Posta de Salud Rural Santa Filomena (Paillaco);122457;1;2;50.0
Los Ríos;Servicio de Salud Los Rios;Paillaco;Posta de Salud Rural Santa Rosa (Paillaco);122456;1;1;100.0
Los Ríos;Servicio de Salud Los Rios;Panguipulli;Centro Comunitario de Salud Familiar Liquiñe;122425;4;9;44.44
Los Ríos;Servicio de Salud Los Rios;Panguipulli;Centro Comunitario de Salud Familiar Neltume;122709;9;10;90.0
Los Ríos;Servicio de Salud Los Rios;Panguipulli;Centro de Salud Familiar Choshuenco;122309;6;8;75.0
Los Ríos;Servicio de Salud Los Rios;Panguipulli;Centro de Salud Familiar Coñaripe;122308;27;32;84.38
Los Ríos;Servicio de Salud Los Rios;Panguipulli;Centro de Salud Familiar Panguipulli;122304;72;142;50.7
Los Ríos;Servicio de Salud Los Rios;Panguipulli;Posta de Salud Rural Bocatoma;122452;0;1;0.0
Los Ríos;Servicio de Salud Los Rios;Panguipulli;Posta de Salud Rural Lago Neltume;122464;7;7;100.0
Los Ríos;Servicio de Salud Los Rios;Panguipulli;Posta de Salud Rural Melefquén;122413;1;2;50.0
Los Ríos;Servicio de Salud Los Rios;Río Bueno;Centro de Salud Familiar Río Bueno;122312;91;139;65.47
Los Ríos;Servicio de Salud Los Rios;Río Bueno;Posta de Salud Rural Cayurruca;122438;1;4;25.0
Los Ríos;Servicio de Salud Los Rios;Río Bueno;Posta de Salud Rural Crucero (Río Bueno);122434;8;13;61.54
Los Ríos;Servicio de Salud Los Rios;Río Bueno;Posta de Salud Rural Futahuente;122439;1;4;25.0
Los Ríos;Servicio de Salud Los Rios;Río Bueno;Posta de Salud Rural Mantilhue;122455;1;2;50.0
Los Ríos;Servicio de Salud Los Rios;Río Bueno;Posta de Salud Rural Trapi;122437;1;3;33.33
Los Ríos;Servicio de Salud Los Rios;Río Bueno;Posta de Salud Rural Vivanco;122435;0;1;0.0
Los Ríos;Servicio de Salud Los Rios;Valdivia;Centro Comunitario de Salud Familiar Barrios Bajos;122700;29;35;82.86
Los Ríos;Servicio de Salud Los Rios;Valdivia;Centro Comunitario de Salud Familiar Collico;122702;23;26;88.46
Los Ríos;Servicio de Salud Los Rios;Valdivia;Centro Comunitario de Salud Familiar Guacamayo;200235;21;21;100.0
Los Ríos;Servicio de Salud Los Rios;Valdivia;Centro Comunitario de Salud Familiar Los Alerces;122714;9;12;75.0
Los Ríos;Servicio de Salud Los Rios;Valdivia;Centro Comunitario de Salud Familiar Mulato;201234;14;18;77.78
Los Ríos;Servicio de Salud Los Rios;Valdivia;Centro Comunitario de Salud Familiar Pablo Neruda;122720;9;11;81.82
Los Ríos;Servicio de Salud Los Rios;Valdivia;Centro de Salud Familiar Angachilla;122314;107;136;78.68
Los Ríos;Servicio de Salud Los Rios;Valdivia;Centro de Salud Familiar Dr. Jorge Sabat Gozalo (Ex Gil de Castro);122302;146;197;74.11
Los Ríos;Servicio de Salud Los Rios;Valdivia;Centro de Salud Familiar Externo Valdivia;122300;71;101;70.3
Los Ríos;Servicio de Salud Los Rios;Valdivia;Centro de Salud Familiar Las Ánimas;122301;99;110;90.0
Los Ríos;Servicio de Salud Los Rios;Valdivia;Centro de Salud Familiar Niebla;122313;52;71;73.24
Los Ríos;Servicio de Salud Los Rios;Valdivia;Posta de Salud Rural Cayumapu;200093;0;1;0.0
Los Ríos;Servicio de Salud Los Rios;Valdivia;Posta de Salud Rural Curiñanco;122402;7;10;70.0
Los Ríos;Servicio de Salud Los Rios;Valdivia;Posta de Salud Rural Huellelhue;122401;1;2;50.0
Los Ríos;Servicio de Salud Los Rios;Valdivia;Posta de Salud Rural Punucapa;122400;1;0;
Magallanes y de la Antártica Chilena;Servicio de Salud Magallanes;Natales;Centro de Salud Familiar Natales;126305;167;174;95.98
Magallanes y de la Antártica Chilena;Servicio de Salud Magallanes;Porvenir;Hospital Dr. Marco Antonio Chamorro ( Porvenir);126102;37;41;90.24
Magallanes y de la Antártica Chilena;Servicio de Salud Magallanes;Punta Arenas;Centro Comunitario de Salud Familiar Dr. Juan Damianovic;200311;15;21;71.43
Magallanes y de la Antártica Chilena;Servicio de Salud Magallanes;Punta Arenas;Centro Comunitario de Salud Familiar Dr. Mateo Bencur;126700;24;31;77.42
Magallanes y de la Antártica Chilena;Servicio de Salud Magallanes;Punta Arenas;Centro Comunitario de Salud Familiar Río Seco;126701;8;11;72.73
Magallanes y de la Antártica Chilena;Servicio de Salud Magallanes;Punta Arenas;Centro de Salud Familiar 18 Septiembre;126302;100;109;91.74
Magallanes y de la Antártica Chilena;Servicio de Salud Magallanes;Punta Arenas;Centro de Salud Familiar Carlos Ibáñez;126304;79;88;89.77
Magallanes y de la Antártica Chilena;Servicio de Salud Magallanes;Punta Arenas;Centro de Salud Familiar Dr. Juan Damianovic;126301;160;181;88.4
Magallanes y de la Antártica Chilena;Servicio de Salud Magallanes;Punta Arenas;Centro de Salud Familiar Dr. Mateo Bencur;126300;136;157;86.62
Magallanes y de la Antártica Chilena;Servicio de Salud Magallanes;Punta Arenas;Centro de Salud Familiar Dr. Thomas Fenton;126303;132;153;86.27
Maule;Servicio de Salud Del Maule;Cauquenes;Centro Comunitario de Salud Familiar Población Fernández;116729;25;30;83.33
Maule;Servicio de Salud Del Maule;Cauquenes;Centro Comunitario de Salud Familiar Rosita O'Higgins;116741;5;7;71.43
Maule;Servicio de Salud Del Maule;Cauquenes;Centro de Salud Familiar Armando Williams;116329;55;75;73.33
Maule;Servicio de Salud Del Maule;Cauquenes;Centro de Salud Familiar Dr. Ricardo Valdés Hurtado;116341;103;120;85.83
Maule;Servicio de Salud Del Maule;Cauquenes;Posta de Salud Rural Quella;116501;2;2;100.0
Maule;Servicio de Salud Del Maule;Cauquenes;Posta de Salud Rural Santa Sofía;116555;0;1;0.0
Maule;Servicio de Salud Del Maule;Cauquenes;Posta de Salud Rural Tres Esquinas (Cauquenes);116502;1;1;100.0
Maule;Servicio de Salud Del Maule;Chanco;Hospital Dr. Benjamín Pedreros (Chanco);116112;37;40;92.5
Maule;Servicio de Salud Del Maule;Chanco;Posta de Salud Rural El Cardonal;116539;1;1;100.0
Maule;Servicio de Salud Del Maule;Chanco;Posta de Salud Rural El Colo;116430;2;2;100.0
Maule;Servicio de Salud Del Maule;Chanco;Posta de Salud Rural La Vega (Chanco);116548;1;1;100.0
Maule;Servicio de Salud Del Maule;Chanco;Posta de Salud Rural Lagunillas (Chanco);116558;2;2;100.0
Maule;Servicio de Salud Del Maule;Chanco;Posta de Salud Rural Pahuil;116509;4;4;100.0
Maule;Servicio de Salud Del Maule;Colbún;Centro de Salud Familiar Alcalde Francisco Sepúlveda Salgado;116317;88;93;94.62
Maule;Servicio de Salud Del Maule;Colbún;Centro de Salud Familiar Panimávida;116319;62;70;88.57
Maule;Servicio de Salud Del Maule;Colbún;Posta de Salud Rural Floresta;116559;2;2;100.0
Maule;Servicio de Salud Del Maule;Colbún;Posta de Salud Rural Lomas de Putagán;116505;0;1;0.0
Maule;Servicio de Salud Del Maule;Colbún;Posta de Salud Rural Maule Sur;116472;10;10;100.0
Maule;Servicio de Salud Del Maule;Constitución;Centro Comunitario de Salud Familiar Chacarillas;200340;28;36;77.78
Maule;Servicio de Salud Del Maule;Constitución;Centro de Salud Familiar Cerro Alto;116332;38;44;86.36
Maule;Servicio de Salud Del Maule;Constitución;Centro de Salud Familiar Constitución;200496;170;206;82.52
Maule;Servicio de Salud Del Maule;Constitución;Posta de Salud Rural Las Cañas;116479;11;12;91.67
Maule;Servicio de Salud Del Maule;Constitución;Posta de Salud Rural Putú;116457;12;18;66.67
Maule;Servicio de Salud Del Maule;Constitución;Posta de Salud Rural Santa Olga;116512;11;13;84.62
Maule;Servicio de Salud Del Maule;Curepto;Hospital de Curepto;116106;33;42;78.57
Maule;Servicio de Salud Del Maule;Curepto;Posta de Salud Rural Gualleco;116455;1;1;100.0
Maule;Servicio de Salud Del Maule;Curepto;Posta de Salud Rural Huaquén (Curepto);116411;2;2;100.0
Maule;Servicio de Salud Del Maule;Curepto;Posta de Salud Rural Las Lomas (Curepto);116521;3;3;100.0
Maule;Servicio de Salud Del Maule;Curicó;Centro Comunitario de Salud Familiar Doña Carmen de Sarmiento;116761;19;19;100.0
Maule;Servicio de Salud Del Maule;Curicó;Centro Comunitario de Salud Familiar Prosperidad;116703;18;27;66.67
Maule;Servicio de Salud Del Maule;Curicó;Centro De Salud Familiar A.S. Betty Muñoz Arce (Ex Sol de Septiembre);116300;177;241;73.44
Maule;Servicio de Salud Del Maule;Curicó;Centro de Salud Familiar Colón;116302;123;161;76.4
Maule;Servicio de Salud Del Maule;Curicó;Centro de Salud Familiar Curicó Centro;116303;136;208;65.38
Maule;Servicio de Salud Del Maule;Curicó;Centro de Salud Familiar Los Niches;116338;56;61;91.8
Maule;Servicio de Salud Del Maule;Curicó;Centro de Salud Familiar Miguel Ángel Arenas López;116301;119;181;65.75
Maule;Servicio de Salud Del Maule;Curicó;Centro de Salud Familiar Sarmiento;116330;59;68;86.76
Maule;Servicio de Salud Del Maule;Curicó;Posta de Salud Rural El Porvenir;116544;1;2;50.0
Maule;Servicio de Salud Del Maule;Curicó;Posta de Salud Rural La Obra (Curicó);116557;4;4;100.0
Maule;Servicio de Salud Del Maule;Curicó;Posta de Salud Rural Potrero Grande;116417;3;3;100.0
Maule;Servicio de Salud Del Maule;Empedrado;Centro de Salud Familiar Empedrado;116334;21;22;95.45
Maule;Servicio de Salud Del Maule;Hualañé;Hospital de Hualañé;116103;32;36;88.89
Maule;Servicio de Salud Del Maule;Hualañé;Posta de Salud Rural Barba Rubia;116529;3;2;150.0
Maule;Servicio de Salud Del Maule;Hualañé;Posta de Salud Rural Espinalillo;116530;1;1;100.0
Maule;Servicio de Salud Del Maule;Hualañé;Posta de Salud Rural La Huerta;116424;10;10;100.0
Maule;Servicio de Salud Del Maule;Licantén;Hospital de Licantén;116104;16;18;88.89
Maule;Servicio de Salud Del Maule;Licantén;Posta de Salud Rural Duao de Licantén;116426;1;1;100.0
Maule;Servicio de Salud Del Maule;Licantén;Posta de Salud Rural Iloca;116427;5;4;125.0
Maule;Servicio de Salud Del Maule;Licantén;Posta de Salud Rural Lora;116425;4;4;100.0
Maule;Servicio de Salud Del Maule;Linares;Centro Comunitario de Salud Familiar Yerbas Buenas;200351;12;16;75.0
Maule;Servicio de Salud Del Maule;Linares;Centro de Salud Familiar Luis Navarrete Carvacho;116709;96;124;77.42
Maule;Servicio de Salud Del Maule;Linares;Centro de Salud Familiar Oscar Bonilla;116323;115;131;87.79
Maule;Servicio de Salud Del Maule;Linares;Centro de Salud Familiar San Juan Dios;116309;72;131;54.96
Maule;Servicio de Salud Del Maule;Linares;Centro de Salud Familiar Valentín Letelier;116308;79;103;76.7
Maule;Servicio de Salud Del Maule;Linares;Posta de Salud Rural Embalse Ancoa;116474;1;2;50.0
Maule;Servicio de Salud Del Maule;Linares;Posta de Salud Rural Las Toscas;116562;2;7;28.57
Maule;Servicio de Salud Del Maule;Linares;Posta de Salud Rural Llancanao;116537;4;8;50.0
Maule;Servicio de Salud Del Maule;Linares;Posta de Salud Rural Palmilla (Linares);116473;1;4;25.0
Maule;Servicio de Salud Del Maule;Linares;Posta de Salud Rural Pejerrey;116412;1;2;50.0
Maule;Servicio de Salud Del Maule;Linares;Posta de Salud Rural San Víctor Álamos;116531;3;6;50.0
Maule;Servicio de Salud Del Maule;Linares;Posta de Salud Rural Vara Gruesa;116515;23;27;85.19
Maule;Servicio de Salud Del Maule;Linares;Posta de Salud Rural Vega de Salas;116476;1;2;50.0
Maule;Servicio de Salud Del Maule;Longaví;Centro Comunitario de Salud Familiar Los Cristales;116762;18;22;81.82
Maule;Servicio de Salud Del Maule;Longaví;Centro Comunitario de Salud Familiar Villa Longaví;200349;24;28;85.71
Maule;Servicio de Salud Del Maule;Longaví;Centro de Salud Familiar Amanda Benavente;116320;79;89;88.76
Maule;Servicio de Salud Del Maule;Longaví;Posta de Salud Rural El Carmen( Longaví);116516;6;6;100.0
Maule;Servicio de Salud Del Maule;Longaví;Posta de Salud Rural Huimeo;116481;12;13;92.31
Maule;Servicio de Salud Del Maule;Longaví;Posta de Salud Rural La Quinta;116483;12;14;85.71
Maule;Servicio de Salud Del Maule;Longaví;Posta de Salud Rural Lomas de la Tercera;116532;3;3;100.0
Maule;Servicio de Salud Del Maule;Longaví;Posta de Salud Rural Mesamávida (Longaví);116482;8;16;50.0
Maule;Servicio de Salud Del Maule;Longaví;Posta de Salud Rural Miraflores;116480;15;17;88.24
Maule;Servicio de Salud Del Maule;Longaví;Posta de Salud Rural San José (Longaví);116484;14;15;93.33
Maule;Servicio de Salud Del Maule;Maule;Centro Comunitario de Salud Familiar Villa Francia;200233;45;50;90.0
Maule;Servicio de Salud Del Maule;Maule;Centro de Salud Familiar Practicante Julio Camilo Zamorano Sánchez;116314;133;140;95.0
Maule;Servicio de Salud Del Maule;Maule;Posta de Salud Rural Colín;116440;13;13;100.0
Maule;Servicio de Salud Del Maule;Maule;Posta de Salud Rural Duao de Maule;116441;12;14;85.71
Maule;Servicio de Salud Del Maule;Maule;Posta de Salud Rural Linares de Perales;116542;1;1;100.0
Maule;Servicio de Salud Del Maule;Maule;Posta de Salud Rural Quiñipeumo;116442;17;18;94.44
Maule;Servicio de Salud Del Maule;Molina;Centro de Salud Familiar Lontué;116304;73;85;85.88
Maule;Servicio de Salud Del Maule;Molina;Centro de Salud Familiar de Molina;201287;165;217;76.04
Maule;Servicio de Salud Del Maule;Molina;Hospital de Molina;116102;6;7;85.71
Maule;Servicio de Salud Del Maule;Molina;Posta de Salud Rural Itahue;116420;11;6;183.33
Maule;Servicio de Salud Del Maule;Molina;Posta de Salud Rural Pichingal;116419;3;6;50.0
Maule;Servicio de Salud Del Maule;Molina;Posta de Salud Rural Tres Esquinas (Molina);116525;15;14;107.14
Maule;Servicio de Salud Del Maule;Parral;Centro Comunitario de Salud Familiar Buenos Aires;200266;39;55;70.91
Maule;Servicio de Salud Del Maule;Parral;Centro Comunitario de Salud Familiar Los Olivos;116711;41;42;97.62
Maule;Servicio de Salud Del Maule;Parral;Centro de Salud Familiar Arrau Méndez;116311;81;84;96.43
Maule;Servicio de Salud Del Maule;Parral;Posta de Salud Rural Bajos de Huenutil;116550;2;3;66.67
Maule;Servicio de Salud Del Maule;Parral;Posta de Salud Rural Catillo;116496;1;1;100.0
Maule;Servicio de Salud Del Maule;Parral;Posta de Salud Rural Los Carros;116522;9;9;100.0
Maule;Servicio de Salud Del Maule;Parral;Posta de Salud Rural Monte Flor;116523;1;1;100.0
Maule;Servicio de Salud Del Maule;Parral;Posta de Salud Rural San Alejo;200728;1;1;100.0
Maule;Servicio de Salud Del Maule;Parral;Posta de Salud Rural Talquita;116551;0;1;0.0
Maule;Servicio de Salud Del Maule;Pelarco;Centro de Salud Familiar Pelarco;116315;64;82;78.05
Maule;Servicio de Salud Del Maule;Pelarco;Posta de Salud Rural Huencuecho;116534;4;8;50.0
Maule;Servicio de Salud Del Maule;Pelarco;Posta de Salud Rural Santa Rita;116571;6;7;85.71
Maule;Servicio de Salud Del Maule;Pelluhue;Centro Comunitario de Salud Familiar Pelluhue;116506;17;17;100.0
Maule;Servicio de Salud Del Maule;Pelluhue;Centro de Salud Familiar Dr. Pedro Rivas Pinochet;116322;16;24;66.67
Maule;Servicio de Salud Del Maule;Pelluhue;Posta de Salud Rural Chovellén;116508;6;5;120.0
Maule;Servicio de Salud Del Maule;Pencahue;Centro Comunitario de Salud Familiar Lo Figueroa;116731;8;8;100.0
Maule;Servicio de Salud Del Maule;Pencahue;Centro de Salud Familiar Pencahue;116312;48;50;96.0
Maule;Servicio de Salud Del Maule;Pencahue;Posta de Salud Rural Botalcura;116437;2;2;100.0
Maule;Servicio de Salud Del Maule;Rauco;Centro de Salud Familiar Rauco;116333;57;62;91.94
Maule;Servicio de Salud Del Maule;Rauco;Posta de Salud Rural El Plumero;116569;5;5;100.0
Maule;Servicio de Salud Del Maule;Rauco;Posta de Salud Rural Palquibudi;116405;4;5;80.0
Maule;Servicio de Salud Del Maule;Retiro;Centro Comunitario de Salud Familiar Camelias;116490;22;23;95.65
Maule;Servicio de Salud Del Maule;Retiro;Centro Comunitario de Salud Familiar Los Robles;116765;6;11;54.55
Maule;Servicio de Salud Del Maule;Retiro;Centro de Salud Familiar Marta Estévez;116321;57;77;74.03
Maule;Servicio de Salud Del Maule;Retiro;Posta de Salud Rural Copihue;116492;7;10;70.0
Maule;Servicio de Salud Del Maule;Retiro;Posta de Salud Rural Piguchén (Retiro);116487;1;1;100.0
Maule;Servicio de Salud Del Maule;Retiro;Posta de Salud Rural San Marcos (Retiro);116491;15;16;93.75
Maule;Servicio de Salud Del Maule;Retiro;Posta de Salud Rural San Ramón (Retiro);116527;2;2;100.0
Maule;Servicio de Salud Del Maule;Retiro;Posta de Salud Rural Santa Delfina;116526;6;6;100.0
Maule;Servicio de Salud Del Maule;Retiro;Posta de Salud Rural Talhuenes;116489;0;1;0.0
Maule;Servicio de Salud Del Maule;Retiro;Posta de Salud Rural Villaseca;116488;4;4;100.0
Maule;Servicio de Salud Del Maule;Romeral;Centro de Salud Familiar EU Nancy González Díaz de Romeral;116328;91;105;86.67
Maule;Servicio de Salud Del Maule;Romeral;Posta de Salud Rural Los Queñes;116410;1;0;
Maule;Servicio de Salud Del Maule;Río Claro;Centro de Salud Familiar Cumpeo;116316;55;71;77.46
Maule;Servicio de Salud Del Maule;Río Claro;Posta de Salud Rural Camarico (Río Claro);116432;3;3;100.0
Maule;Servicio de Salud Del Maule;Río Claro;Posta de Salud Rural El Bolsico;116517;7;7;100.0
Maule;Servicio de Salud Del Maule;Río Claro;Posta de Salud Rural Los Robles (Río Claro);116540;2;4;50.0
Maule;Servicio de Salud Del Maule;Río Claro;Posta de Salud Rural Peñaflor;116434;2;2;100.0
Maule;Servicio de Salud Del Maule;Río Claro;Posta de Salud Rural Porvenir;116433;1;5;20.0
Maule;Servicio de Salud Del Maule;Sagrada Familia;Centro de Salud Familiar Sagrada Familia;116325;76;92;82.61
Maule;Servicio de Salud Del Maule;Sagrada Familia;Centro de Salud Familiar Villa Prat;116326;22;26;84.62
Maule;Servicio de Salud Del Maule;Sagrada Familia;Posta de Salud Rural Los Quillayes (Sagrada Familia);116514;5;6;83.33
Maule;Servicio de Salud Del Maule;Sagrada Familia;Posta de Salud Rural Santa Rosa (Sagrada Familia);116533;5;7;71.43
