Region;Servicio de salud;Comuna;Establecimiento;CodigoEstablecimiento;Numerador;Denominador;PorcentajeCumplimiento
La Araucanía;Servicio de Salud Araucanía Norte;Victoria;Posta de Salud Rural Reducción Pailahueque;129436;2;0;
La Araucanía;Servicio de Salud Araucanía Norte;Victoria;Posta de Salud Rural Selva Oscura;129429;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Carahue;Centro Comunitario de Salud Familiar Carahue;200382;6;6;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Carahue;Centro de Salud Familiar Trovolhue;121328;20;21;95.24
La Araucanía;Servicio de Salud Araucanía Sur;Carahue;Hospital Familiar y Comunitario Carahue;121115;102;97;105.15
La Araucanía;Servicio de Salud Araucanía Sur;Carahue;Posta de Salud Rural Coi Coi;121512;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Carahue;Posta de Salud Rural Hueñalihuén;121518;2;1;200.0
La Araucanía;Servicio de Salud Araucanía Sur;Carahue;Posta de Salud Rural Los Placeres;121511;3;3;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Carahue;Posta de Salud Rural Nehuentué;121520;4;4;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Carahue;Posta de Salud Rural Puyangue;121510;2;2;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Carahue;Posta de Salud Rural Santa Celia;121509;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Carahue;Posta de Salud Rural Tranapuente;121506;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Cholchol;Centro de Salud Familiar Chol Chol;121327;74;83;89.16
La Araucanía;Servicio de Salud Araucanía Sur;Cunco;Centro Comunitario de Salud Familiar Las Villas;200383;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Cunco;Centro de Salud Familiar Andrés Sandoval Calderón;121326;26;29;89.66
La Araucanía;Servicio de Salud Araucanía Sur;Cunco;Hospital Dr. Eduardo González Galeno (Cunco);121113;64;73;87.67
La Araucanía;Servicio de Salud Araucanía Sur;Cunco;Posta de Salud Rural La Esperanza;121596;2;1;200.0
La Araucanía;Servicio de Salud Araucanía Sur;Cunco;Posta de Salud Rural Las Hortensias;121491;2;0;
La Araucanía;Servicio de Salud Araucanía Sur;Cunco;Posta de Salud Rural Quecheregue;121494;1;0;
La Araucanía;Servicio de Salud Araucanía Sur;Curarrehue;Consultorio  Curarrehue;121313;39;46;84.78
La Araucanía;Servicio de Salud Araucanía Sur;Curarrehue;Posta de Salud Rural Caren;121598;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Curarrehue;Posta de Salud Rural Catripulli ( Curarrehue );121581;5;2;250.0
La Araucanía;Servicio de Salud Araucanía Sur;Curarrehue;Posta de Salud Rural Epeukura;121587;3;2;150.0
La Araucanía;Servicio de Salud Araucanía Sur;Curarrehue;Posta de Salud Rural Quiñenahuín;121586;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Curarrehue;Posta de Salud Rural Reigolil;121583;2;2;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Freire;Centro Comunitario de Salud Familiar El Bosque;200381;10;9;111.11
La Araucanía;Servicio de Salud Araucanía Sur;Freire;Centro de Salud Familiar Freire;121304;40;42;95.24
La Araucanía;Servicio de Salud Araucanía Sur;Freire;Centro de Salud Familiar Quepe;121337;35;33;106.06
La Araucanía;Servicio de Salud Araucanía Sur;Freire;Posta de Salud Rural Allipén;121563;1;0;
La Araucanía;Servicio de Salud Araucanía Sur;Freire;Posta de Salud Rural Coipué (Freire);121565;0;1;0.0
La Araucanía;Servicio de Salud Araucanía Sur;Freire;Posta de Salud Rural Huilío;121504;2;1;200.0
La Araucanía;Servicio de Salud Araucanía Sur;Freire;Posta de Salud Rural Lliuco(Freire);121566;1;0;
La Araucanía;Servicio de Salud Araucanía Sur;Freire;Posta de Salud Rural Quetroco;121564;1;0;
La Araucanía;Servicio de Salud Araucanía Sur;Freire;Posta de Salud Rural Radal;121562;2;1;200.0
La Araucanía;Servicio de Salud Araucanía Sur;Galvarino;Hospital de Galvarino;121111;53;59;89.83
La Araucanía;Servicio de Salud Araucanía Sur;Galvarino;Posta de Salud Rural Ailinco;121480;1;2;50.0
La Araucanía;Servicio de Salud Araucanía Sur;Galvarino;Posta de Salud Rural Fortín Ñielol;121482;2;3;66.67
La Araucanía;Servicio de Salud Araucanía Sur;Galvarino;Posta de Salud Rural La Piedra;121416;5;7;71.43
La Araucanía;Servicio de Salud Araucanía Sur;Galvarino;Posta de Salud Rural Nilpe;121479;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Galvarino;Posta de Salud Rural Pangueco (Galvarino);121561;3;3;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Galvarino;Posta de Salud Rural Rapa - Mañiuco;121478;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Galvarino;Posta de Salud Rural Repocura;121481;0;1;0.0
La Araucanía;Servicio de Salud Araucanía Sur;Galvarino;Posta de Salud Rural Rucatraro;121484;3;5;60.0
La Araucanía;Servicio de Salud Araucanía Sur;Galvarino;Posta de Salud Rural Santa Carolina;121483;2;0;
La Araucanía;Servicio de Salud Araucanía Sur;Gorbea;Centro de Salud Rural Lastarria;121542;3;4;75.0
La Araucanía;Servicio de Salud Araucanía Sur;Gorbea;Hospital de Gorbea;121119;48;49;97.96
La Araucanía;Servicio de Salud Araucanía Sur;Gorbea;Posta de Salud Rural Liuco (Gorbea);121585;2;1;200.0
La Araucanía;Servicio de Salud Araucanía Sur;Gorbea;Posta de Salud Rural Quitratúe;121543;15;15;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Centro Comunitario de Salud Familiar Dr. Maximino Beltran Mora;121789;29;19;152.63
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Centro Comunitario de Salud Familiar Guacolda;121787;19;22;86.36
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Centro Comunitario de Salud Familiar Pillanlelbún;121469;35;8;437.5
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Centro de Salud Familiar Lautaro;121346;110;71;154.93
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Posta de Salud Rural Blanco Lepín;121474;4;5;80.0
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Posta de Salud Rural Coihueco (Lautaro);121468;5;6;83.33
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Posta de Salud Rural Colonia Lautaro;121472;0;1;0.0
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Posta de Salud Rural Dollinco (Lautaro);121471;6;6;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Posta de Salud Rural El Escudo;121590;0;1;0.0
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Posta de Salud Rural Muco Chureo;121470;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Posta de Salud Rural Pumalal;121473;4;4;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Posta de Salud Rural Santa Rosa;121594;1;2;50.0
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Posta de Salud Rural Vega Larga;121591;4;4;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Lautaro;Posta de Salud Rural Ñereco;121475;8;8;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Loncoche;Consultorio Huiscapi;121547;7;7;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Loncoche;Hospital Familiar y Comunitario de Loncoche;121120;69;82;84.15
La Araucanía;Servicio de Salud Araucanía Sur;Loncoche;Posta de Salud Rural La Paz;121548;10;12;83.33
La Araucanía;Servicio de Salud Araucanía Sur;Loncoche;Posta de Salud Rural Pulmahue;121549;10;9;111.11
La Araucanía;Servicio de Salud Araucanía Sur;Melipeuco;Centro de Salud Familiar Melipeuco;121311;35;32;109.38
La Araucanía;Servicio de Salud Araucanía Sur;Melipeuco;Posta de Salud Rural Santa María Llaima;121570;4;2;200.0
La Araucanía;Servicio de Salud Araucanía Sur;Nueva Imperial;Centro Comunitario de Salud Familiar El Alto;200290;32;34;94.12
La Araucanía;Servicio de Salud Araucanía Sur;Nueva Imperial;Centro de Salud Familiar Nueva Imperial;121341;148;192;77.08
La Araucanía;Servicio de Salud Araucanía Sur;Nueva Imperial;Centro de Salud Intercultural Boroa Filulawen (D);121339;8;12;66.67
La Araucanía;Servicio de Salud Araucanía Sur;Nueva Imperial;Posta de Salud Rural Alto Boroa;121502;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Nueva Imperial;Posta de Salud Rural Chivilcoyan;121499;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Nueva Imperial;Posta de Salud Rural Mañío Ducañán;121498;1;2;50.0
La Araucanía;Servicio de Salud Araucanía Sur;Nueva Imperial;Posta de Salud Rural Miramar;121515;2;3;66.67
La Araucanía;Servicio de Salud Araucanía Sur;Nueva Imperial;Posta de Salud Rural Queupue;121501;0;1;0.0
La Araucanía;Servicio de Salud Araucanía Sur;Nueva Imperial;Posta de Salud Rural Rulo;121503;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Padre Las Casas;Centro de Salud Familiar Conun Huenu;200207;139;148;93.92
La Araucanía;Servicio de Salud Araucanía Sur;Padre Las Casas;Centro de Salud Familiar Las Colinas;121336;55;59;93.22
La Araucanía;Servicio de Salud Araucanía Sur;Padre Las Casas;Centro de Salud Familiar Padre Las Casas;121308;116;133;87.22
La Araucanía;Servicio de Salud Araucanía Sur;Padre Las Casas;Centro de Salud Familiar Pulmahue;121342;89;97;91.75
La Araucanía;Servicio de Salud Araucanía Sur;Padre Las Casas;Hospital Intercultural Makewe;121201;43;45;95.56
La Araucanía;Servicio de Salud Araucanía Sur;Padre Las Casas;Posta de Salud Rural Codopille;121592;17;18;94.44
La Araucanía;Servicio de Salud Araucanía Sur;Padre Las Casas;Posta de Salud Rural Laurel Huacho;121459;7;9;77.78
La Araucanía;Servicio de Salud Araucanía Sur;Padre Las Casas;Posta de Salud Rural Metrenco;121593;10;8;125.0
La Araucanía;Servicio de Salud Araucanía Sur;Padre Las Casas;Posta de Salud Rural Roble Huacho;121458;25;28;89.29
La Araucanía;Servicio de Salud Araucanía Sur;Padre Las Casas;Posta de Salud Rural San Ramón;121567;6;5;120.0
La Araucanía;Servicio de Salud Araucanía Sur;Padre Las Casas;Posta de Salud Rural Truf Truf;121461;6;6;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Perquenco;Centro de Salud Familiar  Perquenco;121323;36;36;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Perquenco;Posta de Salud Rural Pitraco;121467;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Perquenco;Posta de Salud Rural Quillem;121465;1;0;
La Araucanía;Servicio de Salud Araucanía Sur;Pitrufquén;Centro Comunitario de Salud Familiar Ultraestación;121786;17;19;89.47
La Araucanía;Servicio de Salud Araucanía Sur;Pitrufquén;Centro de Salud Familiar Pitrufquén;121353;109;71;153.52
La Araucanía;Servicio de Salud Araucanía Sur;Pitrufquén;Posta de Salud Rural Comuy;121531;3;3;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Pitrufquén;Posta de Salud Rural Mahuidanche;121535;1;0;
La Araucanía;Servicio de Salud Araucanía Sur;Pitrufquén;Posta de Salud Rural Millahuín;121533;2;2;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Pitrufquén;Posta de Salud Rural Puraquina;121534;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Pucón;"CECOSF CABURGA ""KUME FELEN""";201472;16;11;145.45
La Araucanía;Servicio de Salud Araucanía Sur;Pucón;Centro Comunitario de Salud Familiar Pucón Oriente;200509;17;18;94.44
La Araucanía;Servicio de Salud Araucanía Sur;Pucón;Centro de Salud Familiar Rural Pucón;121355;174;198;87.88
La Araucanía;Servicio de Salud Araucanía Sur;Pucón;Posta de Salud Rural Paillaco;121559;3;3;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Pucón;Posta de Salud Rural San Pedro de Pucón;121573;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Saavedra;Hospital Dr. Arturo Hillerns Larrañaga (Saavedra);121116;48;31;154.84
La Araucanía;Servicio de Salud Araucanía Sur;Saavedra;Posta de Salud Rural Cheucán;121529;2;2;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Saavedra;Posta de Salud Rural Deume;121527;2;2;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Saavedra;Posta de Salud Rural El Temo;121464;3;2;150.0
La Araucanía;Servicio de Salud Araucanía Sur;Saavedra;Posta de Salud Rural Huapi;121528;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Saavedra;Posta de Salud Rural Perquiñán;121524;1;1;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Saavedra;Posta de Salud Rural Piedra Alta;121526;3;3;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Saavedra;Posta de Salud Rural Pto. Domínguez;121505;6;5;120.0
La Araucanía;Servicio de Salud Araucanía Sur;Saavedra;Posta de Salud Rural Puaucho(Saavedra);121521;0;1;0.0
La Araucanía;Servicio de Salud Araucanía Sur;Saavedra;Posta de Salud Rural Quifo;121522;3;3;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Saavedra;Posta de Salud Rural Ranco;121523;3;4;75.0
La Araucanía;Servicio de Salud Araucanía Sur;Saavedra;Posta de Salud Rural Romopulli;121525;2;2;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro Comunitario de Salud Familiar Arquenco;121782;27;30;90.0
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro Comunitario de Salud Familiar Las Quilas;121788;20;29;68.97
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro Comunitario de Salud Familiar Villa el Salar;121780;18;21;85.71
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro de Salud Docente Asistencial Monseñor Sergio Valech;121352;58;61;95.08
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro de Salud Familiar Amanecer;121307;241;260;92.69
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro de Salud Familiar El Carmen;200183;152;184;82.61
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro de Salud Familiar Labranza;121350;142;261;54.41
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro de Salud Familiar Metodista (D);121657;103;31;332.26
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro de Salud Familiar Miraflores (Temuco);121303;193;201;96.02
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro de Salud Familiar Pedro de Valdivia;121347;153;165;92.73
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro de Salud Familiar Pueblo Nuevo;121309;116;152;76.32
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro de Salud Familiar Santa Rosa;121306;134;171;78.36
La Araucanía;Servicio de Salud Araucanía Sur;Temuco;Centro de Salud Familiar Villa Alegre;121305;120;123;97.56
La Araucanía;Servicio de Salud Araucanía Sur;Teodoro Schmidt;Centro Comunitario de Salud Familiar Barros Arana;121575;6;7;85.71
La Araucanía;Servicio de Salud Araucanía Sur;Teodoro Schmidt;Centro de Salud Familiar Hualpín;121349;19;17;111.76
La Araucanía;Servicio de Salud Araucanía Sur;Teodoro Schmidt;Centro de Salud Familiar Teodoro Schmidt;121312;32;42;76.19
La Araucanía;Servicio de Salud Araucanía Sur;Teodoro Schmidt;Posta de Salud Rural Porma;121539;1;2;50.0
La Araucanía;Servicio de Salud Araucanía Sur;Teodoro Schmidt;Posta de Salud Rural Yenehue;121577;4;5;80.0
La Araucanía;Servicio de Salud Araucanía Sur;Toltén;Hospital de Toltén;121118;37;48;77.08
La Araucanía;Servicio de Salud Araucanía Sur;Toltén;Posta de Salud Rural Pocoyan;121540;4;3;133.33
La Araucanía;Servicio de Salud Araucanía Sur;Toltén;Posta de Salud Rural Puralaco;121597;2;2;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Toltén;Posta de Salud Rural Queule;121536;13;12;108.33
La Araucanía;Servicio de Salud Araucanía Sur;Toltén;Posta de Salud Rural Villa Boldos;121537;3;2;150.0
La Araucanía;Servicio de Salud Araucanía Sur;Vilcún;Centro Comunitario de Salud Familiar Cherquenco;121485;9;12;75.0
La Araucanía;Servicio de Salud Araucanía Sur;Vilcún;Centro de Salud Familiar de Cajón;121456;60;85;70.59
La Araucanía;Servicio de Salud Araucanía Sur;Vilcún;Hospital de Vilcún;121112;54;55;98.18
La Araucanía;Servicio de Salud Araucanía Sur;Vilcún;Posta de Salud Rural Codinhue;121488;3;3;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Vilcún;Posta de Salud Rural General López;121487;9;10;90.0
La Araucanía;Servicio de Salud Araucanía Sur;Vilcún;Posta de Salud Rural Quintrilpe;121489;6;6;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Vilcún;Posta de Salud Rural San Patricio;121486;9;10;90.0
La Araucanía;Servicio de Salud Araucanía Sur;Vilcún;Posta de Salud Rural Vega Redonda;121476;6;8;75.0
La Araucanía;Servicio de Salud Araucanía Sur;Villarrica;Centro Comunitario de Salud Familiar 21 de Mayo;121781;18;22;81.82
La Araucanía;Servicio de Salud Araucanía Sur;Villarrica;Centro Comunitario de Salud Familiar Todos los Santos;121783;19;20;95.0
La Araucanía;Servicio de Salud Araucanía Sur;Villarrica;Centro Comunitario de Salud Familiar Ñancul;200478;8;8;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Villarrica;Centro de Salud Familiar Lican Ray;121348;40;39;102.56
La Araucanía;Servicio de Salud Araucanía Sur;Villarrica;Centro de Salud Familiar Los Volcanes;121354;184;188;97.87
La Araucanía;Servicio de Salud Araucanía Sur;Villarrica;Centro de Salud Familiar Villarrica;121334;161;167;96.41
La Araucanía;Servicio de Salud Araucanía Sur;Villarrica;Hospital de Villarrica;121121;1;0;
La Araucanía;Servicio de Salud Araucanía Sur;Villarrica;Posta de Salud Rural Añilco;121599;4;4;100.0
La Araucanía;Servicio de Salud Araucanía Sur;Villarrica;Posta de Salud Rural Liumalla;121555;5;5;100.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Chepica;Centro de Salud Familiar Chépica;115315;68;78;87.18
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Chimbarongo;Hospital Mercedes de Chimbarongo;115108;54;78;69.23
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Chimbarongo;Posta de Salud Rural Codegua;115439;44;47;93.62
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Chimbarongo;Posta de Salud Rural Peor Es Nada;115482;10;11;90.91
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Chimbarongo;Posta de Salud Rural San Juan de La Sierra;115440;12;13;92.31
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Chimbarongo;Posta de Salud Rural Tinguiririca;115437;24;27;88.89
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Codegua;Centro Comunitario de Salud Familiar Tuncahue;200379;17;18;94.44
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Codegua;Centro de Salud Familiar Codegua;115307;79;89;88.76
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Coinco;Hospital de Coínco;115102;21;32;65.62
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Coltauco;Centro Comunitario de Salud Familiar Loreto;200931;7;19;36.84
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Coltauco;Centro de Salud Familiar Francisco Labrin de Coltauco;115309;64;87;73.56
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Coltauco;Posta de Salud Rural Idahue;115405;2;1;200.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Coltauco;Posta de Salud Rural Lo de Cuevas;115407;1;2;50.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Coltauco;Posta de Salud Rural Rinconada de Parral;115406;2;3;66.67
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Doñihue;Centro de Salud Familiar Doñihue;115308;43;61;70.49
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Doñihue;Centro de Salud Familiar Lo Miranda;115321;41;61;67.21
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Graneros;Hospital Santa Filomena de Graneros;115101;187;214;87.38
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;La Estrella;Centro de Salud Familiar La Estrella;115314;17;17;100.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Las Cabras;Centro de Salud Familiar Las Cabras;115311;55;76;72.37
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Las Cabras;Posta de Salud Rural Cocalan;115483;8;10;80.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Las Cabras;Posta de Salud Rural El Carmen ( Las Cabras);115404;11;10;110.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Las Cabras;Posta de Salud Rural El Durazno (Las Cabras);115433;6;15;40.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Las Cabras;Posta de Salud Rural El Manzano;115415;27;41;65.85
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Las Cabras;Posta de Salud Rural La Cebada;115413;5;5;100.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Las Cabras;Posta de Salud Rural La Panchina;115412;2;2;100.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Las Cabras;Posta de Salud Rural Llallauquén;115416;3;3;100.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Las Cabras;Posta de Salud Rural Santa Inés;115414;10;32;31.25
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Litueche;Hospital de Litueche;115114;43;49;87.76
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Litueche;Posta de Salud Rural Pulin;115479;2;1;200.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Litueche;Posta de Salud Rural Quelentaro;115463;1;2;50.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Lolol;Hospital de Lolol;115113;25;38;65.79
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Lolol;Posta de Salud Rural El Membrillo;115459;7;7;100.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Lolol;Posta de Salud Rural La Cabaña;115480;2;3;66.67
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Machalí;Centro Comunitario de Salud Familiar Santa Teresa;200264;14;22;63.64
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Machalí;Centro de Salud Familiar Dr. Osvaldo Ruz Orrego de Machalí;115305;92;158;58.23
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Machalí;Posta de Salud Rural Coya;115400;5;7;71.43
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Malloa;Centro de Salud Familiar de Malloa;115325;31;46;67.39
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Malloa;Centro de Salud Familiar de Pelequen;115326;36;46;78.26
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Malloa;Posta de Salud Rural Corcolén;115419;9;15;60.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Marchihue;Hospital de Marchigüe;115111;19;24;79.17
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Marchihue;Posta de Salud Rural Pailimo;115457;5;7;71.43
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Marchihue;Posta de Salud Rural Rinconada de Alcones;115469;8;11;72.73
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Mostazal;Centro de Salud Familiar San Francisco Mostazal;115306;83;73;113.7
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Mostazal;Posta de Salud Rural La Punta;115401;40;34;117.65
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Nancagua;Centro de Salud Familiar Cunaco;115328;26;37;70.27
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Nancagua;Hospital de Nancagua;115109;108;113;95.58
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Nancagua;Posta de Salud Rural Puquillay Alto;115471;2;2;100.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Nancagua;Posta de Salud Rural Puquillay Bajo;115442;3;3;100.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Nancagua;Posta de Salud Rural Yáquil;115441;4;4;100.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Olivar;Centro de Salud Familiar Gultro;115330;21;33;63.64
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Olivar;Centro de Salud Familiar Olivar Alto;115327;18;21;85.71
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Olivar;Posta de Salud Rural Olivar Bajo;115481;6;7;85.71
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Palmilla;Centro de Salud Familiar de Palmilla;115445;20;21;95.24
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Palmilla;Posta de Salud Rural Pupilla;115446;3;4;75.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Palmilla;Posta de Salud Rural San José del Carmen;115447;33;28;117.86
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Palmilla;Posta de Salud Rural Santa Irene;115448;4;5;80.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Paredones;Centro de Salud Familiar Paredones;115316;27;24;112.5
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Paredones;Posta de Salud Rural Bucalemu (Paredones);115467;1;2;50.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Paredones;Posta de Salud Rural San Pedro de Alcántara;115468;4;5;80.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Peralillo;Centro de Salud Familiar Peralillo;115313;60;62;96.77
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Peralillo;Posta de Salud Rural Calleuque;115456;1;0;
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Peralillo;Posta de Salud Rural Los Cardos;115454;4;4;100.0
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Peralillo;Posta de Salud Rural Población;115453;1;3;33.33
Libertador Gral. B. O'Higgins;Servicio de Salud Del Libertador B.O'Higgins;Peumo;Centro de Salud Familiar La Esperanza;115331;21;24;87.5
